"Materialnummer","Vorgangsfolge","Anzahl"
1173,"0010 -> 0020",30
1174,"0010 -> 0020",28
1175,"0010 -> 0020",18
1176,"0010 -> 0020",13
1177,"0010 -> 0020",12
1178,"0010 -> 0020",138
1178,"0010",1
1179,"0010 -> 0020",15
1180,"0010 -> 0020",10
1181,"0010 -> 0020",1
1182,"0010 -> 0020",7
1183,"0010 -> 0020",4
1184,"0010 -> 0020",1
1185,"0010 -> 0020",7
1186,"0010 -> 0020",2
1187,"0010 -> 0020",5
1188,"0010 -> 0020",11
1189,"0010 -> 0020",193
1190,"0010 -> 0020",111
1191,"0010 -> 0020",12
1192,"0010 -> 0020",2
1193,"0010 -> 0020",89
1194,"0010 -> 0020",9
1195,"0010 -> 0020",13
1196,"0010 -> 0020",1
1197,"0010 -> 0020",69
1198,"0010 -> 0020",30
1199,"0010 -> 0020",34
1200,"0010 -> 0020",7
1201,"0010 -> 0020",6
1202,"0010 -> 0020",16
1203,"0010 -> 0020",13
1204,"0010 -> 0020",13
1205,"0010 -> 0020",9
1206,"0010 -> 0020",23
1207,"0010 -> 0020",10
1208,"0010 -> 0020",14
1209,"0010 -> 0020",18
1210,"0010 -> 0020",9
1211,"0010 -> 0020",6
1212,"0010 -> 0020",7
1213,"0010 -> 0020",18
1214,"0010 -> 0020",16
1215,"0010 -> 0020",18
1216,"0010 -> 0020",4
1217,"0010 -> 0020",4
1218,"0010 -> 0020",10
1219,"0010 -> 0020",12
1220,"0010 -> 0020",4
1221,"0010 -> 0020",19
1222,"0010 -> 0020",65
1223,"0010 -> 0020",2
1224,"0010 -> 0020",32
1225,"0010 -> 0020",5
1226,"0010 -> 0020",4
1227,"0010 -> 0020",56
1228,"0010 -> 0020",26
1228,"0010",1
1229,"0010 -> 0020",1
1230,"0010 -> 0020",19
1231,"0010 -> 0020",3
1232,"0010 -> 0020",53
1233,"0010 -> 0020",28
1234,"0010 -> 0020",17
1235,"0010 -> 0020",54
1236,"0010 -> 0020",16
1237,"0010 -> 0020",20
1238,"0010 -> 0020",12
1239,"0010 -> 0020",8
1240,"0010 -> 0020",12
1241,"0010 -> 0020",3
1242,"0010 -> 0020",2
1243,"0010 -> 0020",21
1244,"0010 -> 0020",17
1245,"0010 -> 0020",8
1246,"0010 -> 0020",18
1247,"0010 -> 0020",17
1248,"0010 -> 0020",3
1249,"0010 -> 0020",14
1250,"0010 -> 0020",14
1251,"0010 -> 0020",36
1252,"0010 -> 0020",21
1253,"0010 -> 0020",4
1254,"0010 -> 0020",3
1255,"0010 -> 0020",12
1256,"0010 -> 0020",13
1257,"0010 -> 0020",22
1258,"0010 -> 0020",22
1259,"0010 -> 0020",21
1260,"0010 -> 0020",14
1261,"0010 -> 0020",9
1262,"0010 -> 0020",9
1263,"0010 -> 0020",2
1264,"0010 -> 0020",10
1265,"0010 -> 0020",7
1266,"0010 -> 0020",2
1267,"0010 -> 0020",21
1268,"0010 -> 0020",18
1269,"0010 -> 0020",7
1270,"0010 -> 0020",6
1271,"0010 -> 0020",8
1272,"0010 -> 0020",4
1273,"0010 -> 0020",3
1274,"0010 -> 0020",3
1275,"0010 -> 0020",5
1276,"0010 -> 0020",3
1277,"0010 -> 0020",2
1278,"0010 -> 0020",8
1279,"0010 -> 0020",1
1280,"0010 -> 0020",12
1281,"0010 -> 0020",2
1282,"0010 -> 0020",16
1283,"0010 -> 0020",7
1284,"0010 -> 0020",2
1285,"0010 -> 0020",8
1286,"0010 -> 0020",11
1287,"0010 -> 0020",2
1288,"0010 -> 0020",24
1289,"0010 -> 0020",85
1290,"0010 -> 0020",5
1291,"0010 -> 0020",4
1292,"0010 -> 0020",25
1293,"0010 -> 0020",3
1294,"0010 -> 0020",82
1295,"0010 -> 0020",193
1296,"0010 -> 0020",6
1297,"0010 -> 0020",22
1298,"0010 -> 0020",28
1299,"0010 -> 0020",25
1300,"0010 -> 0020",11
1301,"0010 -> 0020",5
1302,"0010 -> 0020",6
1303,"0010 -> 0020",8
1304,"0010 -> 0020",8
1305,"0010 -> 0020",30
1306,"0010 -> 0020",17
1307,"0010 -> 0020",17
1308,"0010 -> 0020",18
1309,"0010 -> 0020",10
1310,"0010 -> 0020",24
1311,"0010 -> 0020",2
1312,"0010 -> 0020",2
1313,"0010 -> 0020",17
1314,"0010 -> 0020",6
1315,"0010 -> 0020",1
1316,"0010 -> 0020",1
1317,"0010 -> 0020",2
1318,"0010 -> 0020",1
1319,"0010 -> 0020",7
1320,"0010 -> 0020",2
1321,"0010 -> 0020",1
1322,"0010 -> 0020",1
1323,"0010 -> 0020",16
1324,"0010 -> 0020",9
1325,"0010 -> 0020",1
1326,"0010 -> 0020",24
1327,"0010 -> 0020",27
1328,"0010 -> 0020",21
1329,"0010 -> 0020",10
1330,"0010 -> 0020",25
1331,"0010 -> 0020 -> 0030",5
1332,"0010 -> 0020",7
1333,"0010 -> 0020",3
1334,"0010 -> 0020",12
1335,"0010 -> 0020",42
1336,"0010 -> 0020",3
1337,"0010 -> 0020",2
1338,"0010 -> 0020",17
1339,"0010 -> 0020",1
1340,"0010 -> 0020",14
1341,"0010 -> 0020",4
1342,"0010 -> 0020",1
1343,"0010 -> 0020",2
1344,"0010 -> 0020",7
1345,"0010 -> 0020",9
1346,"0010 -> 0020",2
1347,"0010 -> 0020",4
1348,"0010 -> 0020",1
1349,"0010 -> 0020",9
1350,"0010 -> 0020 -> 0030",1
1351,"0010",2
1352,"0010 -> 0020",1
1353,"0010",1
1354,"0010",7
1355,"0010",2
1356,"0010",1
1357,"0010",3
1358,"0010",4
1359,"0010",5
1360,"0010",6
1361,"0010",2
1362,"0010",1
1363,"0010",17
1364,"0010",16
1365,"0010",10
1366,"0010",14
1367,"0010 -> 0020",1
1368,"0010",14
1369,"0010",10
1370,"0010",8
1371,"0010",9
1372,"0010",5
1373,"0010",16
1374,"0010",5
1375,"0010",1
1376,"0010",9
1377,"0010",2
1378,"0010",22
1379,"0010",4
1380,"0010",18
1381,"0010",89
1382,"0010",17
1383,"0010",11
1384,"0010",8
1385,"0010",9
1386,"0010 -> 0020",13
1387,"0010 -> 0020",10
1388,"0010 -> 0020",14
1389,"0010 -> 0020",4
1390,"0010 -> 0020",4
1391,"0010",16
1392,"0010 -> 0020",1
1393,"0010",1
1394,"0010",2
1395,"0010",4
1396,"0010",4
1397,"0010",2
1398,"0010",2
1399,"0010",1
1400,"0010",50
1401,"0010",19
1402,"0010",3
1403,"0010",2
1404,"0010",4
1405,"0010",2
1406,"0010",21
1407,"0010",4
1408,"0010",32
1409,"0010",2
1410,"0010",93
1411,"0010",26
1412,"0010",2
1413,"0010",18
1414,"0010",5
1415,"0010",23
1416,"0010",16
1417,"0010",14
1418,"0010",16
1419,"0010",4
1420,"0010",16
1421,"0010",9
1422,"0010",51
1423,"0010",20
1424,"0010",5
1425,"0010",1
1426,"0010",86
1427,"0010",2
1428,"0010",14
1429,"0010",10
1430,"0010",2
1431,"0010",1
1432,"0010",3
1433,"0010",11
1434,"0010",3
1435,"0010",12
1436,"0010",2
1437,"0010",2
1438,"0010",53
1439,"0010",18
1440,"0010",3
1441,"0010",1
1442,"0010",1
1443,"0010",8
1444,"0010",60
1445,"0010",5
1446,"0010",4
1447,"0010",6
1448,"0010",27
1449,"0010",2
1450,"0010",30
1451,"0010",3
1452,"0010",6
1453,"0010",8
1454,"0010",6
1455,"0010",7
1456,"0010",11
1457,"0010",6
1458,"0010",3
1459,"0010",4
1460,"0010",4
1461,"0010",2
1462,"0010",3
1463,"0010",24
1464,"0010",1
1465,"0010",12
1466,"0010",3
1467,"0010",4
1468,"0010",19
1469,"0010",5
1470,"0010",3
1471,"0010",55
1472,"0010",3
1473,"0010",12
1474,"0010",13
1475,"0010",4
1476,"0010",3
1477,"0010",3
1478,"0010",1
1479,"0010",2
1480,"0010",1
1481,"0010",1
1482,"0010",1
1483,"0010",2
1484,"0010",2
1485,"0010",1
1486,"0010",36
1487,"0010",13
1488,"0010",2
1489,"0010",10
1490,"0010",1
1491,"0010",10
1492,"0010",3
1493,"0010 -> 0020",30
1493,"0010",10
1494,"0010",286
1495,"0010",9
1496,"0010",1
1497,"0010",2
1498,"0010",5
1499,"0010",2
1500,"0010",10
1501,"0010",1
1502,"0010",4
1503,"0010",3
1504,"0010",25
1505,"0010",5
1506,"0010",6
1507,"0010",7
1508,"0010",6
1509,"0010",5
1510,"0010",1
1511,"0010",5
1512,"0010",7
1513,"0010",1
1514,"0010",4
1515,"0010",6
1516,"0010",17
1517,"0010",5
1518,"0010",4
1519,"0010",1
1520,"0010",5
1521,"0010",5
1522,"0010",5
1523,"0010",6
1524,"0010",6
1525,"0010",3
1526,"0010",3
1527,"0010",2
1528,"0010",2
1529,"0010",2
1530,"0010",1
1531,"0010",19
1532,"0010",7
1533,"0010",3
1534,"0010",1
1535,"0010",3
1536,"0010",2
1537,"0010",6
1538,"0010",9
1539,"0010",2
1540,"0010",13
1541,"0010",2
1542,"0010",12
1543,"0010",17
1544,"0010",64
1545,"0010",2
1546,"0010",7
1547,"0010",1
1548,"0010",9
1549,"0010",3
1550,"0010",6
1551,"0010",2
1552,"0010",1
1553,"0010",4
1554,"0010",4
1555,"0010",8
1556,"0010",3
1557,"0010",1
1558,"0010",3
1559,"0010",1
1560,"0010",1
1561,"0010",4
1562,"0010",2
1563,"0010",5
1564,"0010",15
1565,"0010",3
1566,"0010",11
1567,"0010",9
1568,"0010",2
1569,"0010",4
1570,"0010",14
1571,"0010",4
1572,"0010",6
1573,"0010",8
1574,"0010",1
1575,"0010",5
1576,"0010",5
1577,"0010",4
1578,"0010",3
1579,"0010",9
1580,"0010",2
1581,"0010",10
1582,"0010",15
1583,"0010",7
1584,"0010",10
1585,"0010",3
1586,"0010",1
1587,"0010",3
1588,"0010",15
1589,"0010",5
1590,"0010",4
1591,"0010",3
1592,"0010",3
1593,"0010",2
1594,"0010",2
1595,"0010",2
1596,"0010",1
1597,"0010",13
1598,"0010 -> 0020",1
1599,"0010",4
1600,"0010",11
1601,"0010",2
1602,"0010",3
1603,"0010",4
1604,"0010",2
1605,"0010",2
1606,"0010 -> 0020",4
1607,"0010",1
1608,"0010",1
1609,"0010 -> 0020",1
1610,"0010 -> 0020",8
1611,"0010 -> 0020",1
1612,"0010 -> 0020",6
1613,"0010 -> 0020",4
1614,"0010 -> 0020",10
1615,"0010 -> 0020",1
1616,"0010 -> 0020",6
1617,"0010 -> 0020",10
1618,"0010 -> 0020",7
1619,"0010 -> 0020",12
1620,"0010 -> 0020",14
1621,"0010 -> 0020",2
1622,"0010 -> 0020",70
1623,"0010 -> 0020",10
1624,"0010 -> 0020",13
1625,"0010 -> 0020",24
1625,"0010",3
1626,"0010 -> 0020",3
1626,"0010",2
1627,"0010 -> 0020",3
1628,"0010 -> 0020",5
1629,"0010 -> 0020",4
1630,"0010 -> 0020",2
1631,"0010 -> 0020",26
1631,"0010",1
1632,"0010 -> 0020",18
1633,"0010 -> 0020",7
1634,"0010 -> 0020",10
1635,"0010 -> 0020",5
1636,"0010 -> 0020",18
1637,"0010 -> 0020",9
1638,"0010 -> 0020",11
1639,"0010 -> 0020",2
1640,"0010 -> 0020",14
1641,"0010 -> 0020",4
1642,"0010",3
1642,"0010 -> 0020",3
1643,"0010 -> 0020",3
1644,"0010 -> 0020",6
1645,"0010 -> 0020",2
1646,"0010 -> 0020",70
1646,"0010",34
1647,"0010 -> 0020",12
1647,"0010",7
1648,"0010 -> 0020",36
1649,"0010 -> 0020",13
1649,"0010",7
1650,"0010 -> 0020",7
1651,"0010 -> 0020",52
1652,"0010 -> 0020",27
1653,"0010",1
1653,"0010 -> 0020",1
1654,"0010 -> 0020",7
1655,"0010 -> 0020",3
1656,"0010 -> 0020",4
1657,"0010 -> 0020",31
1658,"0010 -> 0020",1
1659,"0010 -> 0020",1
1660,"0010 -> 0020",1
1661,"0010 -> 0020",13
1662,"0010 -> 0020",7
1663,"0010 -> 0020",5
1664,"0010 -> 0020",5
1665,"0010 -> 0020",11
1666,"0010 -> 0020",8
1667,"0010 -> 0020",6
1668,"0010 -> 0020",5
1669,"0010 -> 0020",1
1670,"0010 -> 0020",6
1671,"0010 -> 0020",1
1672,"0010 -> 0020",10
1673,"0010 -> 0020",11
1674,"0010",3
1674,"0010 -> 0020",3
1675,"0010 -> 0020",2
1676,"0010 -> 0020",5
1676,"0010",4
1677,"0010",4
1677,"0010 -> 0020",4
1678,"0010 -> 0020",17
1679,"0010",4
1679,"0010 -> 0020",2
1680,"0010 -> 0020",27
1681,"0010 -> 0020",14
1682,"0010 -> 0020",1
1683,"0010 -> 0020",7
1684,"0010 -> 0020",3
1685,"0010 -> 0020",1
1686,"0010 -> 0020",10
1687,"0010 -> 0020",10
1688,"0010 -> 0020",8
1689,"0010 -> 0020",12
1690,"0010 -> 0020",19
1691,"0010 -> 0020",1
1692,"0010 -> 0020",18
1693,"0010 -> 0020",4
1694,"0010",1
1694,"0010 -> 0020",1
1695,"0010 -> 0020",8
1696,"0010 -> 0020",12
1697,"0010 -> 0020",1
1698,"0010 -> 0020",2
1699,"0010 -> 0020",4
1700,"0010 -> 0020",9
1701,"0010 -> 0020",3
1702,"0010 -> 0020",14
1703,"0010 -> 0020",11
1704,"0010 -> 0020",14
1705,"0010 -> 0020",31
1706,"0010 -> 0020",15
1707,"0010 -> 0020",6
1708,"0010 -> 0020",2
1709,"0010 -> 0020",5
1710,"0010 -> 0020",7
1711,"0010 -> 0020",1
1712,"0010 -> 0020",5
1713,"0010 -> 0020",23
1714,"0010 -> 0020",10
1715,"0010 -> 0020",2
1716,"0010 -> 0020",4
1717,"0010",4
1718,"0010 -> 0020",7
1718,"0020",1
1719,"0010",4
1720,"0010 -> 0020",6
1721,"0010 -> 0020",13
1721,"0020",2
1722,"0010 -> 0020",5
1723,"0010",5
1724,"0010 -> 0020",4
1725,"0010",10
1726,"0010 -> 0020",1
1727,"0010 -> 0020",3
1728,"0010 -> 0020",28
1729,"0010 -> 0020",1
1730,"0010 -> 0020",4
1731,"0010 -> 0020",7
1732,"0010 -> 0020",5
1733,"0010 -> 0020",21
1734,"0010 -> 0020",9
1735,"0010 -> 0020",9
1736,"0010 -> 0020",1
1737,"0010 -> 0020",10
1738,"0010 -> 0020",14
1739,"0010 -> 0020",5
1740,"0010",2
1741,"0010 -> 0020",16
1742,"0010 -> 0020",4
1743,"0010 -> 0020",8
1744,"0010 -> 0020",2
1745,"0010 -> 0020",2
1745,"0010",1
1746,"0010 -> 0020",14
1747,"0010 -> 0020",9
1748,"0010 -> 0020",8
1749,"0010 -> 0020",16
1749,"0010",11
1750,"0010 -> 0020",2
1751,"0010",1
1751,"0010 -> 0020",1
1752,"0010 -> 0020",8
1752,"0010",1
1753,"0010 -> 0020",3
1754,"0010 -> 0020",2
1755,"0010 -> 0020",1
1756,"0010 -> 0020",1
1757,"0010",29
1758,"0010",1
1759,"0010",1
1760,"0010 -> 0020",11
1761,"0010 -> 0020",9
1762,"0010 -> 0020",5
1763,"0010 -> 0020",3
1764,"0010 -> 0020",12
1765,"0010 -> 0020",1
1766,"0010 -> 0020",1
1767,"0010 -> 0020",6
1767,"0010",2
1768,"0010 -> 0020",12
1769,"0010 -> 0020",3
1770,"0010 -> 0020",7
1771,"0010 -> 0020",7
1772,"0010 -> 0020",2
1773,"0010 -> 0020",10
1774,"0010 -> 0020",27
1775,"0010 -> 0020",3
1776,"0010 -> 0020",1
1777,"0010 -> 0020",5
1778,"0010 -> 0020",7
1778,"0010",1
1779,"0010 -> 0020",1
1780,"0010 -> 0020",5
1781,"0010 -> 0020",6
1782,"0010 -> 0020",5
1783,"0010 -> 0020",4
1783,"0010",1
1784,"0010 -> 0020",53
1785,"0010 -> 0020",400
1786,"0010 -> 0020",10
1787,"0010 -> 0020",60
1788,"0010 -> 0020",1404
1789,"0010 -> 0020",3
1790,"0010 -> 0020",12
1791,"0010 -> 0020",6
1792,"0010 -> 0020",3
1793,"0010 -> 0020",17
1794,"0010 -> 0020",16
1795,"0010 -> 0020",7
1796,"0010 -> 0020",7
1797,"0010 -> 0020",2
1798,"0010 -> 0020",1
1799,"0010 -> 0020",10
1800,"0010 -> 0020",6
1801,"0010 -> 0020",10
1802,"0010 -> 0020",1
1803,"0010 -> 0020",1
1804,"0010 -> 0020",100
1805,"0010 -> 0020",5
1806,"0010 -> 0020",1
1807,"0010 -> 0020",8
1808,"0010 -> 0020",5
1809,"0010 -> 0020",17
1810,"0010 -> 0020",2
1811,"0010 -> 0020",1
1812,"0010 -> 0020",6
1813,"0010 -> 0020",3
1814,"0010 -> 0020",4
1815,"0010 -> 0020",10
1816,"0010 -> 0020",4
1817,"0010",2
1817,"0010 -> 0020",1
1818,"0010 -> 0020",3
1819,"0010 -> 0020",2
1820,"0010 -> 0020",2
1821,"0010 -> 0020",3
1822,"0010 -> 0020",3
1823,"0010 -> 0020",1
1824,"0010 -> 0020",1
1825,"0010 -> 0020",1
1826,"0010 -> 0020",4
1827,"0010 -> 0020",5
1828,"0010 -> 0020",8
1828,"0020",1
1829,"0010",8
1830,"0010 -> 0020",3
1831,"0010 -> 0020",2
1832,"0010 -> 0020",7
1833,"0010 -> 0020",16
1834,"0010 -> 0020",6
1835,"0010 -> 0020",4
1836,"0010 -> 0020",1
1837,"0010 -> 0020",2
1838,"0010 -> 0020",17
1839,"0010 -> 0020",6
1840,"0010 -> 0020",4
1841,"0010 -> 0020",3
1842,"0010 -> 0020",8
1843,"0010 -> 0020",4
1844,"0010 -> 0020",5
1845,"0010 -> 0020",17
1846,"0010 -> 0020",2
1847,"0010 -> 0020",4
1848,"0010 -> 0020",3
1849,"0010 -> 0020",3
1850,"0010 -> 0020",3
1851,"0010 -> 0020",6
1852,"0010 -> 0020",3
1853,"0010 -> 0020",4
1854,"0010 -> 0020",11
1855,"0010 -> 0020",6
1855,"0010",1
1856,"0010 -> 0020",9
1857,"0010 -> 0020",8
1857,"0010",1
1858,"0010",2
1858,"0010 -> 0020",1
1859,"0010 -> 0020 -> 0030",8
1860,"0010 -> 0020",4
1861,"0010 -> 0020",13
1862,"0010 -> 0020",2
1862,"0010",1
1863,"0010 -> 0020",10
1864,"0010 -> 0020",3
1865,"0010 -> 0020",1
1866,"0010 -> 0020",6
1867,"0010 -> 0020",1
1868,"0010 -> 0020",35
1869,"0010 -> 0020",2
1870,"0010",65
1871,"0010 -> 0020",2
1872,"0010 -> 0020",144
1873,"0010",27
1874,"0010",3
1875,"0010 -> 0020",6
1876,"0010 -> 0020",8
1877,"0010 -> 0020",15
1878,"0010",3
1879,"0010 -> 0020",2
1880,"0010",14
1881,"0010 -> 0020",3
1882,"0010",126
1883,"0010 -> 0020",2
1884,"0010",44
1885,"0010",10
1886,"0010 -> 0020",1
1887,"0010 -> 0020",3
1888,"0010 -> 0020",22
1889,"0010 -> 0020",8
1890,"0010 -> 0020",8
1891,"0010 -> 0020",4
1892,"0010 -> 0020",2
1893,"0010 -> 0020",2
1894,"0010 -> 0020",2
1895,"0010 -> 0020",10
1896,"0010 -> 0020",6
1897,"0010 -> 0020",42
1898,"0010 -> 0020",1
1899,"0010 -> 0020",4
1900,"0010",2
1901,"0010",2
1902,"0010 -> 0020 -> 0030",2
1903,"0010 -> 0020",2
1904,"0010 -> 0020",1
1905,"0010",24
1906,"0010",45
1907,"0010",50
1908,"0010",32
1909,"0010",1
1910,"0010",174
1911,"0010",13
1912,"0010",1
1913,"0010",9
1914,"0010",22
1915,"0010",24
1916,"0010",44
1917,"0010",144
1918,"0010",95
1919,"0010",56
1920,"0010",6
1921,"0010",2
1922,"0010",6
1923,"0010",9
1924,"0010",1
1925,"0010",22
1926,"0010",24
1927,"0010",7
1928,"0010",14
1929,"0010",4
1930,"0010",130
1931,"0010",18
1932,"0010",3
1933,"0010",1
1934,"0010",2
1935,"0010",3
1936,"0010",7
1937,"0010",6
1938,"0010",9
1939,"0010",2
1940,"0010",3
1941,"0010",4
1942,"0010",4
1943,"0010",5
1944,"0010",2
1945,"0010",3
1946,"0010",8
1947,"0010",3
1948,"0010",10
1949,"0010",10
1950,"0010",9
1951,"0010",35
1952,"0010",6
1953,"0010",16
1954,"0010",3
1955,"0010",5
1956,"0010",6
1957,"0010",18
1958,"0010",8
1959,"0010",4
1960,"0010",13
1961,"0010",3
1962,"0010",3
1963,"0010",3
1964,"0010",4
1965,"0010",10
1966,"0010",22
1967,"0010",14
1968,"0010",6
1969,"0010",4
1970,"0010",1
1971,"0010",9
1972,"0010",7
1973,"0010",10
1974,"0010",13
1975,"0010",17
1976,"0010",3
1977,"0010",1
1978,"0010",1
1979,"0010",1
1980,"0010",2
1981,"0010",2
1982,"0010",1
1983,"0010",1
1984,"0010",1
1985,"0010",2
1986,"0010",1
1987,"0010",21
1988,"0010",8
1989,"0010",1
1990,"0010",1
1991,"0010",6
1992,"0010",9
1993,"0010",11
1994,"0010",8
1995,"0010",1
1996,"0010",4
1997,"0010",1
1998,"0010",8
1999,"0010",9
2000,"0010",9
2001,"0010",27
2002,"0010",11
2003,"0010",14
2004,"0010",20
2005,"0010",56
2006,"0010",272
2007,"0010",21
2008,"0010",3
2009,"0010",34
2010,"0010",24
2011,"0010",4
2012,"0010",67
2013,"0010",6
2014,"0010",8
2015,"0010",6
2016,"0010",5
2017,"0010",5
2018,"0010",4
2019,"0010",3
2020,"0010",8
2021,"0010",23
2022,"0010",56
2023,"0010",5
2024,"0010",91
2025,"0010",5
2026,"0010",67
2027,"0010",130
2028,"0010",75
2029,"0010",57
2030,"0010",15
2031,"0010",15
2032,"0010",3
2033,"0010",1
2034,"0010",10
2035,"0010",7
2036,"0010",6
2037,"0010",7
2038,"0010",12
2039,"0010",15
2040,"0010",10
2041,"0010",7
2042,"0010",6
2043,"0010",7
2044,"0010",11
2045,"0010",17
2046,"0010",17
2047,"0010",20
2048,"0010",8
2049,"0010",8
2050,"0010",43
2051,"0010",45
2052,"0010",9
2053,"0010",41
2054,"0010",11
2055,"0010",8
2056,"0010",25
2057,"0010",12
2058,"0010",7
2059,"0010",17
2060,"0010",19
2061,"0010",3
2062,"0010",2
2063,"0010",1
2064,"0010",4
2065,"0010",8
2066,"0010",5
2067,"0010",40
2068,"0010",161
2069,"0010",18
2070,"0010",25
2071,"0010",12
2072,"0010",48
2073,"0010",4
2074,"0010",28
2075,"0010",24
2076,"0010",4
2077,"0010",3
2078,"0010",28
2079,"0010",24
2080,"0010",4
2081,"0010",8
2082,"0010",3
2083,"0010",24
2084,"0010",5
2085,"0010",4
2086,"0010 -> 0020",24
2087,"0010 -> 0020",4
2088,"0010 -> 0020",14
2089,"0010 -> 0020",1
2090,"0010 -> 0020 -> 0030",1
2091,"0010 -> 0020",120
2092,"0010 -> 0020",6
2093,"0010 -> 0020 -> 0030",4
2094,"0010 -> 0020",15
2095,"0010 -> 0020 -> 0030",4
2096,"0010 -> 0020",4
2097,"0010 -> 0020",3
2098,"0010 -> 0020",66
2099,"0010 -> 0020 -> 0030",2
2100,"0010 -> 0020",3
2101,"0010 -> 0020",12
2102,"0010 -> 0020",12
2103,"0010 -> 0020",2
2104,"0010 -> 0020",4
2105,"0010 -> 0020",7
2106,"0010 -> 0020",3
2107,"0010 -> 0020",5
2108,"0010 -> 0020",4
2109,"0010 -> 0020",17
2109,"0010",1
2110,"0010 -> 0020",20
2111,"0010 -> 0020",6
2112,"0010 -> 0020",2
2113,"0010 -> 0020",10
2114,"0010 -> 0020",6
2115,"0010 -> 0020",1
2115,"0010 -> 0020 -> 0030",1
2116,"0010 -> 0020",10
2117,"0010 -> 0020",9
2118,"0010 -> 0020",9
2119,"0010 -> 0020",1
2120,"0010 -> 0020",1
2121,"0010 -> 0020",4
2122,"0010 -> 0020",6
2123,"0010 -> 0020",5
2124,"0010 -> 0020",4
2125,"0010 -> 0020",7
2126,"0010 -> 0020",6
2127,"0010 -> 0020",12
2128,"0010 -> 0020",2
2129,"0010 -> 0020",3
2130,"0010 -> 0020",3
2131,"0010 -> 0020",9
2132,"0010 -> 0020",13
2133,"0010 -> 0020",2
2134,"0010 -> 0020",6
2135,"0010 -> 0020",9
2136,"0010 -> 0020",10
2137,"0010 -> 0020",5
2138,"0010 -> 0020",10
2139,"0010 -> 0020",11
2140,"0010 -> 0020",9
2141,"0010 -> 0020",4
2142,"0010 -> 0020",2
2143,"0010 -> 0020",2
2144,"0010 -> 0020",8
2145,"0010 -> 0020",7
2146,"0010 -> 0020",16
2147,"0010 -> 0020",4
2148,"0010 -> 0020",8
2149,"0010 -> 0020",9
2150,"0010 -> 0020",8
2151,"0010 -> 0020",12
2152,"0010 -> 0020",14
2153,"0010 -> 0020",8
2154,"0010 -> 0020",13
2155,"0010 -> 0020",1
2156,"0010 -> 0020",7
2157,"0010 -> 0020",13
2158,"0010 -> 0020",3
2159,"0010 -> 0020",13
2160,"0010 -> 0020",4
2161,"0010 -> 0020",1
2162,"0010 -> 0020",26
2163,"0010 -> 0020",18
2164,"0010 -> 0020",6
2165,"0010 -> 0020",8
2166,"0010 -> 0020",7
2167,"0010 -> 0020",3
2168,"0010 -> 0020",4
2169,"0010 -> 0020",18
2170,"0010 -> 0020",2
2171,"0010 -> 0020",33
2172,"0010 -> 0020",10
2173,"0010 -> 0020",6
2174,"0010 -> 0020",2
2175,"0010 -> 0020",6
2176,"0010 -> 0020",11
2177,"0010 -> 0020",10
2178,"0010 -> 0020",2
2179,"0010 -> 0020",21
2180,"0010 -> 0020",22
2181,"0010 -> 0020",5
2182,"0010 -> 0020",16
2183,"0010 -> 0020",12
2184,"0010 -> 0020",8
2185,"0010 -> 0020",8
2186,"0010 -> 0020",1
2187,"0010",1
2188,"0010 -> 0020",9
2189,"0010 -> 0020",7
2190,"0010 -> 0020",11
2191,"0010 -> 0020",4
2192,"0010 -> 0020",4
2193,"0010 -> 0020",1
2194,"0010 -> 0020",13
2195,"0010 -> 0020",8
2196,"0010 -> 0020",9
2197,"0010 -> 0020",6
2198,"0010 -> 0020",7
2199,"0010 -> 0020 -> 0030",26
2200,"0010 -> 0020 -> 0030",10
2201,"0010 -> 0020 -> 0030",11
2202,"0010 -> 0020",15
2203,"0010 -> 0020",20
2204,"0010 -> 0020",1
2205,"0010 -> 0020",4
2206,"0010 -> 0020",7
2207,"0010 -> 0020",6
2208,"0010 -> 0020",6
2209,"0010 -> 0020",1
2210,"0010 -> 0020",4
2211,"0010 -> 0020",7
2212,"0010 -> 0020",8
2213,"0010 -> 0020",10
2214,"0010 -> 0020",4
2215,"0010 -> 0020",4
2216,"0010 -> 0020",7
2217,"0010 -> 0020",3
2218,"0010 -> 0020",3
2219,"0010 -> 0020",3
2220,"0010 -> 0020",2
2221,"0010 -> 0020",11
2222,"0010 -> 0020",5
2223,"0010 -> 0020",7
2224,"0010 -> 0020",7
2225,"0010 -> 0020",2
2226,"0010 -> 0020",4
2227,"0010 -> 0020",1
2228,"0010 -> 0020",2
2229,"0010 -> 0020",2
2230,"0010 -> 0020",1
2231,"0010 -> 0020",1
2232,"0010 -> 0020",1
2233,"0010 -> 0020",1
2234,"0010 -> 0020",1
2235,"0010 -> 0020",7
2236,"0010 -> 0020",12
2237,"0010",1
2238,"0010",1
2239,"0010",3
2240,"0010",2
2241,"0010",4
2242,"0010",5
2243,"0010 -> 0020",3
2244,"0010 -> 0020",6
2245,"0010 -> 0020",10
2246,"0010 -> 0020",10
2247,"0010 -> 0020",9
2248,"0010 -> 0020",10
2249,"0010 -> 0020",21
2250,"0010 -> 0020",13
2251,"0010 -> 0020",1
2252,"0010 -> 0020",3
2253,"0010 -> 0020",2
2254,"0010 -> 0020",2
2255,"0010 -> 0020",2
2256,"0010 -> 0020",2
2257,"0010 -> 0020",2
2258,"0010 -> 0020",2
2259,"0010 -> 0020",2
2260,"0010 -> 0020",1
